POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
LAP 50,1,4,63,44,55,16,81,10,31,11,27,24,14,18,77,20,3,23,2,22
LAP 51,1,4,63,44,55,16,81,10,11,31,27,24,14,18,77,20,3,23,2,22
LAP 52,1,4,44,63,55,16,81,10,11,31,27,24,14,18,77,20,3,23,2,22
LAP 53,1,4,44,63,55,16,81,10,11,31,27,14,24,18,77,20,3,23,2,22
LAP 54,1,4,44,63,55,16,81,10,11,31,27,14,24,18,77,20,3,23,2,22
LAP 55,1,4,44,63,16,55,81,10,11,31,27,14,24,18,77,20,3,23,22,2
LAP 56,1,4,44,63,16,55,81,10,11,31,27,14,24,18,77,20,3,23,22,2
LAP 57,1,4,44,63,16,55,81,10,11,31,27,14,24,18,77,3,20,23,22,2
LAP 58,1,4,44,63,16,55,81,10,11,31,27,14,24,18,77,3,20,23,22,2
LAP 59,1,4,44,63,16,55,81,10,11,31,27,14,24,18,77,3,20,23,22,2
LAP 60,1,4,44,63,16,55,81,10,11,31,27,14,24,18,3,77,20,23,22,2
LAP 61,1,4,44,63,16,55,81,10,11,31,27,14,24,18,3,77,20,23,22,2
LAP 62,1,4,44,63,16,55,81,10,11,31,27,14,24,18,3,77,20,23,22,2
LAP 63,1,4,44,63,16,55,81,10,11,31,27,14,24,18,3,77,20,23,22,2
LAP 64,1,4,44,63,16,55,81,10,11,31,27,14,24,18,3,77,20,23,22,2
LAP 65,1,4,44,63,16,55,81,10,11,31,27,14,24,18,3,77,20,23,22,
LAP 66,1,4,44,63,16,55,81,11,10,31,27,,,,,,,,,,
