POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
LAP 66,1,14,31,44,63,16,10,55,22,4,81,77,21,24,23,11,27,2,20
LAP 67,1,14,31,44,63,16,10,55,4,22,81,77,21,24,23,11,27,2,20
LAP 68,1,14,31,44,63,16,10,55,4,81,77,21,22,24,23,11,27,2,20
LAP 69,1,14,31,44,63,16,10,55,4,81,77,21,24,23,22,11,27,2,20
LAP 70,1,14,31,44,63,16,10,55,4,81,77,21,24,23,22,27,11,2,20
LAP 71,1,14,31,44,63,16,10,55,4,81,77,21,24,23,22,27,11,2,,
LAP 72,1,14,31,44,63,16,10,55,4,81,77,21,24,23,22,27,11,2,,
LAP 73,1,14,31,44,63,16,10,55,4,81,77,21,24,23,22,27,11,2,,
LAP 74,1,14,31,44,63,16,10,55,4,81,77,21,24,23,22,27,11,2,,
LAP 75,1,14,31,44,63,16,10,55,4,81,77,21,24,23,22,27,11,2,,
LAP 76,1,14,31,44,63,16,10,55,4,81,77,21,24,23,22,27,11,2,,
LAP 77,1,14,31,44,63,16,10,55,4,81,77,21,24,23,,,,,,,
LAP 78,1,14,31,44,63,16,10,55,,,,,,,,,,,,
