POS,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
LAP 24,1,44,63,11,55,18,31,22,14,24,81,27,10,21,16,20,77,23,2,4
LAP 25,1,63,11,55,44,18,31,22,14,24,81,27,10,21,16,77,23,2,20,4
LAP 26,1,11,55,44,18,63,31,22,14,24,81,10,16,27,21,77,23,2,20,4
LAP 27,1,55,44,11,18,63,31,22,14,24,81,10,16,21,77,23,2,27,20,4
LAP 28,1,44,55,63,18,31,22,14,11,24,81,10,16,21,77,23,2,27,20,4
LAP 29,1,44,55,63,18,31,22,14,11,24,81,10,16,21,77,23,2,27,20,4
LAP 30,1,44,55,63,18,31,22,14,11,24,81,10,16,21,77,23,2,27,20,4
LAP 31,1,44,55,63,18,31,22,11,14,24,81,10,16,21,77,23,27,2,20,4
LAP 32,1,44,55,63,18,31,22,11,14,24,81,10,16,21,77,27,23,2,20,4
LAP 33,1,44,55,63,18,31,11,22,14,24,81,10,16,21,77,27,23,2,20,4
LAP 34,1,44,55,63,11,31,18,14,22,24,81,10,16,21,27,77,23,2,20,4
LAP 35,1,44,63,55,11,14,31,24,81,10,16,21,18,22,27,77,23,20,2,4
LAP 36,1,44,63,55,11,14,81,10,24,16,21,18,22,31,27,77,23,20,4,2
LAP 37,1,44,63,55,11,14,81,10,16,21,18,22,31,27,24,77,20,4,23,2
LAP 38,1,44,63,55,11,14,81,10,16,18,22,31,21,27,24,77,20,4,23,2
LAP 39,1,44,63,55,11,14,81,16,10,18,31,22,27,24,20,4,21,77,23,2
LAP 40,1,44,63,55,11,14,16,18,31,22,27,24,81,10,20,4,21,23,2,77
LAP 41,1,44,63,11,55,14,18,16,31,22,27,24,81,10,20,21,4,23,2,77
LAP 42,1,44,63,11,14,55,18,31,22,27,24,81,10,16,21,4,20,23,2,77
LAP 43,1,44,63,11,14,55,18,31,22,24,81,27,10,16,21,4,23,2,20,77
LAP 44,1,44,63,11,14,55,18,31,22,24,81,10,16,21,4,27,23,2,20,77
LAP 45,1,44,63,11,55,18,31,22,24,14,81,10,16,21,4,27,23,2,20,77
LAP 46,1,44,11,63,55,18,31,22,24,14,81,10,16,21,4,27,23,2,20,77
LAP 47,1,44,11,63,55,18,31,22,24,14,81,10,16,21,4,27,23,2,20,77
LAP 48,1,44,11,63,55,18,31,22,14,24,10,81,16,21,4,27,23,20,2,77
LAP 49,1,44,11,63,55,18,31,14,22,24,10,81,16,21,4,27,23,20,2,77
LAP 50,1,44,11,63,55,18,31,14,22,24,10,81,16,21,4,27,23,20,2,77
LAP 51,1,44,63,55,11,18,14,31,22,24,10,16,81,21,27,23,20,2,77,4
LAP 52,1,44,63,55,11,18,14,31,22,24,10,16,81,21,27,23,20,2,77,4
LAP 53,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,2,4,77
LAP 54,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,2,4,77
LAP 55,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,4,2,77
LAP 56,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,4,2,77
LAP 57,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,4,2,77
LAP 58,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,4,2,77
LAP 59,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,4,2,77
LAP 60,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,4,2,77
LAP 61,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,4,77,2
LAP 62,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,4,77,2
LAP 63,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,20,4,77,2
LAP 64,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,4,20,77,2
LAP 65,1,44,63,11,55,18,14,31,22,24,10,16,81,21,27,23,4,20,77,2
LAP 66,1,44,63,11,55,18,14,31,22,24,10,16,,,,,,,,
